Player,Season,Club,Goals,Assists,Goal_Contribution,Shot_Accuracy,Defensive_Contribution,Minutes_Per_Appearance,Discipline_Score,Age,Position,Market_Value_EUR
Axel Tuanzebe,2021-2022,Aston Villa,0.0,0.0,0.0,51.75879396984925,27.48,51.9,1.02,23,DF,8000000
Bertrand Traore,2021-2022,Aston Villa,0.0,0.0,0.0,12.48407643312102,4.0,24.444444444444443,0.0,25,"MF,FW",12500000
Calum Chambers,2021-2022,Aston Villa,1.0,0.0,1.0,34.36619718309859,92.89,77.0,1.21,26,DF,6500000
Carney Chukwuemeka,2021-2022,Aston Villa,0.0,0.0,0.0,25.0,13.0,25.08333333333333,0.0,17,"MF,FW",1500000
Danny Ings,2021-2022,Aston Villa,6.0,5.0,11.0,35.52276034088548,82.0,63.266666666666666,4.0,29,FW,26500000
Douglas Luiz,2021-2022,Aston Villa,2.0,3.0,5.0,35.511982570806104,151.0,79.8529411764706,7.0,23,MF,14500000
Emi Buendia,2021-2022,Aston Villa,4.0,5.0,9.0,29.65986394557823,79.0,54.25714285714286,1.0,24,"MF,FW",26500000
Emiliano Martinez,2021-2022,Aston Villa,0.0,0.0,0.0,0.0,7.0,90.0,4.0,28,GK,33500000
Ezri Konsa,2021-2022,Aston Villa,1.0,0.0,1.0,39.98678122934567,157.0,85.41379310344827,12.0,23,DF,20000000
Jacob Ramsey,2021-2022,Aston Villa,6.0,1.0,7.0,32.254267216009424,155.0,72.55882352941177,6.0,20,MF,2900000
John McGinn,2021-2022,Aston Villa,3.0,4.0,7.0,37.59328358208956,228.0,88.28571428571429,8.0,26,MF,16500000
Kortney Hause,2021-2022,Aston Villa,1.0,0.0,1.0,100.0,30.0,56.71428571428572,0.0,26,DF,6000000
Leon Bailey,2021-2022,Aston Villa,1.0,2.0,3.0,38.28273244781784,30.0,42.27777777777778,3.0,23,"FW,MF",41500000
Lucas Digne,2021-2022,Aston Villa,0.0,7.0,7.0,21.856978085351788,174.91,84.10344827586206,3.84,28,DF,40500000
Marvelous Nakamba,2021-2022,Aston Villa,0.0,0.0,0.0,0.0,75.0,56.5,5.0,27,MF,6000000
Matty Cash,2021-2022,Aston Villa,4.0,3.0,7.0,35.3448275862069,292.0,88.86842105263158,8.0,23,DF,20000000
Morgan Sanson,2021-2022,Aston Villa,0.0,0.0,0.0,0.0,37.0,35.6,0.0,26,MF,9000000
Ollie Watkins,2021-2022,Aston Villa,11.0,1.0,12.0,40.946123521682,81.0,84.34285714285714,7.0,25,FW,21000000
Tyrone Mings,2021-2022,Aston Villa,1.0,2.0,3.0,23.743417903303012,269.0,88.58333333333333,11.0,28,DF,14000000
Alvaro Fernandez,2021-2022,Brentford,0.0,0.0,0.0,0.0,5.0,90.0,0.0,23,GK,6000000
Bryan Mbeumo,2021-2022,Brentford,3.0,7.0,10.0,25.111989459815543,80.0,83.0,4.0,21,FW,9500000
Charlie Goode,2021-2022,Brentford,0.0,0.0,0.0,0.0,21.0,75.0,3.0,25,DF,1300000
Christian Nørgaard,2021-2022,Brentford,3.0,4.0,7.0,30.01474926253687,279.0,87.25714285714285,8.0,27,MF,3300000
David Raya,2021-2022,Brentford,0.0,0.0,0.0,0.0,11.0,90.0,1.0,25,GK,4600000
Ethan Pinnock,2021-2022,Brentford,0.0,0.0,0.0,50.91482649842271,279.0,84.1875,1.0,28,DF,4000000
Frank Onyeka,2021-2022,Brentford,0.0,0.0,0.0,31.168019987507805,68.0,52.25,4.0,23,MF,8000000
Ivan Toney,2021-2022,Brentford,11.0,4.0,15.0,28.79171184194675,107.0,88.15151515151516,8.0,25,FW,10500000
Josh Dasilva,2021-2022,Brentford,0.0,0.0,0.0,0.0,13.0,28.55555555555556,3.0,22,"MF,FW",7000000
Kristoffer Ajer,2021-2022,Brentford,1.0,3.0,4.0,15.63380281690141,148.0,83.125,5.0,23,DF,11500000
Mads Bech Sørensen,2021-2022,Brentford,0.0,0.0,0.0,0.0,48.0,75.9090909090909,3.0,22,DF,2500000
Mads Roerslev,2021-2022,Brentford,0.0,0.0,0.0,41.649899396378274,82.0,59.04761904761905,1.0,22,DF,2200000
Marcus Forss,2021-2022,Brentford,0.0,0.0,0.0,0.0,9.0,29.857142857142858,0.0,22,"FW,MF",2700000
Mathias Jensen,2021-2022,Brentford,0.0,1.0,1.0,26.14173228346457,100.0,51.64516129032258,0.0,25,MF,5500000
Mathias Jørgensen,2021-2022,Brentford,0.0,0.0,0.0,48.76847290640394,39.0,64.75,2.0,31,DF,1600000
Pontus Jansson,2021-2022,Brentford,2.0,1.0,3.0,44.986449864498645,316.0,89.75675675675676,7.0,30,DF,4600000
Rico Henry,2021-2022,Brentford,3.0,0.0,3.0,35.56998556998557,161.0,81.6470588235294,2.0,24,DF,6000000
Saman Ghoddos,2021-2022,Brentford,1.0,1.0,2.0,37.3134328358209,38.0,31.529411764705884,2.0,27,"MF,DF",1700000
Sergi Canos,2021-2022,Brentford,3.0,2.0,5.0,36.36088404480775,148.0,67.19354838709677,11.0,24,"DF,FW",3400000
Shandon Baptiste,2021-2022,Brentford,1.0,0.0,1.0,33.610648918469224,47.0,41.36363636363637,5.0,23,MF,1900000
Vitaly Janelt,2021-2022,Brentford,4.0,0.0,4.0,40.16091183372444,147.0,74.12903225806451,3.0,23,MF,5500000
Yoane Wissa,2021-2022,Brentford,7.0,1.0,8.0,40.61817046518888,38.0,42.8,0.0,24,FW,7500000
Adam Lallana,2021-2022,Brighton,0.0,1.0,1.0,20.914345769837094,79.0,65.04166666666667,4.0,33,MF,3500000
Adam Webster,2021-2022,Brighton,2.0,0.0,2.0,26.0377358490566,134.0,65.18181818181819,5.0,26,DF,7500000
Alexis Mac Allister,2021-2022,Brighton,4.0,1.0,5.0,15.706531255471898,137.0,64.33333333333333,4.0,22,"MF,FW",11500000
Danny Welbeck,2021-2022,Brighton,6.0,1.0,7.0,48.848033511752384,55.0,59.12,0.0,30,"FW,MF",3000000
Enock Mwepu,2021-2022,Brighton,2.0,4.0,6.0,41.85437401781037,73.0,55.333333333333336,2.0,23,MF,9000000
Jakub Moder,2021-2022,Brighton,0.0,3.0,3.0,21.63031819806936,99.0,60.75,1.0,22,MF,3700000
Joel Veltman,2021-2022,Brighton,0.0,0.0,0.0,15.75907590759076,254.0,84.52941176470588,6.0,29,DF,9000000
Leandro Trossard,2021-2022,Brighton,8.0,3.0,11.0,35.47459252157238,92.0,82.5,2.0,26,"FW,MF",12500000
Lewis Dunk,2021-2022,Brighton,0.0,0.0,0.0,36.33474576271187,182.0,88.72413793103448,6.0,29,DF,13000000
Marc Cucurella,2021-2022,Brighton,1.0,1.0,2.0,17.287381878821567,241.09,86.44444444444444,6.05,23,DF,41500000
Neal Maupay,2021-2022,Brighton,8.0,2.0,10.0,23.61323155216285,42.0,71.125,7.0,24,FW,16000000
Pascal Groß,2021-2022,Brighton,2.0,4.0,6.0,30.412147505422997,103.0,70.27586206896552,1.0,30,"MF,DF",7000000
Robert Sanchez,2021-2022,Brighton,0.0,0.0,0.0,0.0,14.0,89.97297297297297,6.0,23,GK,9500000
Shane Duffy,2021-2022,Brighton,0.0,0.0,0.0,22.46376811594203,131.0,79.77777777777777,7.0,29,DF,2000000
Solly March,2021-2022,Brighton,0.0,1.0,1.0,50.5005005005005,94.0,56.32258064516129,1.0,27,"DF,FW",6000000
Steven Alzate,2021-2022,Brighton,0.0,0.0,0.0,100.0,32.0,44.888888888888886,0.0,22,MF,3600000
Tariq Lamptey,2021-2022,Brighton,0.0,2.0,2.0,20.914345769837094,93.0,52.03333333333333,4.0,20,"DF,FW",9000000
Yves Bissouma,2021-2022,Brighton,0.0,2.0,2.0,23.3096926713948,208.0,81.1923076923077,10.0,24,MF,24500000
Aaron Lennon,2021-2022,Burnley,2.0,0.0,2.0,32.89036544850499,82.0,55.392857142857146,2.0,34,"MF,FW",1400000
Ashley Barnes,2021-2022,Burnley,0.0,0.0,0.0,33.53293413173653,26.0,35.130434782608695,4.0,31,FW,4800000
Ashley Westwood,2021-2022,Burnley,0.0,3.0,3.0,7.301360057265568,88.0,84.70370370370371,7.0,31,MF,10000000
Ben Mee,2021-2022,Burnley,3.0,0.0,3.0,21.50764364786505,172.0,87.57142857142857,3.0,31,DF,12000000
Charlie Taylor,2021-2022,Burnley,0.0,3.0,3.0,0.0,240.0,88.09677419354838,3.0,27,DF,8000000
Chris Wood,2021-2022,Burnley,5.0,0.0,5.0,36.36824324324324,45.24,79.23529411764706,1.97,29,FW,17500000
Connor Roberts,2021-2022,Burnley,0.0,0.0,0.0,65.61461794019934,129.0,80.57142857142857,2.0,25,DF,7000000
Dwight McNeil,2021-2022,Burnley,0.0,1.0,1.0,28.483685220729367,208.0,81.76315789473684,1.0,21,MF,17000000
Erik Pieters,2021-2022,Burnley,0.0,0.0,0.0,0.0,94.0,60.833333333333336,1.0,32,DF,2900000
Jack Cork,2021-2022,Burnley,0.0,0.0,0.0,13.154172560113151,83.0,83.5,4.0,32,MF,5000000
James Tarkowski,2021-2022,Burnley,1.0,2.0,3.0,26.53985507246377,374.0,88.74285714285715,11.0,28,DF,24500000
Jay Rodriguez,2021-2022,Burnley,2.0,2.0,4.0,26.96984435797666,55.0,47.6551724137931,3.0,32,FW,3600000
Johann Berg Guðmundsson,2021-2022,Burnley,0.0,0.0,0.0,26.441036488630356,61.0,61.22222222222222,2.0,30,MF,5500000
Josh Brownhill,2021-2022,Burnley,1.0,2.0,3.0,30.6999306999307,220.0,84.42857142857143,10.0,25,MF,10000000
Kevin Long,2021-2022,Burnley,0.0,0.0,0.0,0.0,28.0,68.33333333333333,1.0,30,DF,1500000
Matej Vydra,2021-2022,Burnley,2.0,3.0,5.0,36.93121693121694,26.0,30.863636363636363,1.0,29,FW,4200000
Matthew Lowton,2021-2022,Burnley,0.0,1.0,1.0,19.60199004975124,157.0,70.88,6.0,32,DF,5000000
Maxwel Cornet,2021-2022,Burnley,9.0,1.0,10.0,47.87368421052632,54.89,67.74074074074075,2.07,24,"FW,MF",7000000
Nathan Collins,2021-2022,Burnley,2.0,0.0,2.0,33.31121433311214,182.0,87.89473684210526,5.0,20,DF,3800000
Nick Pope,2021-2022,Burnley,0.0,0.0,0.0,0.0,32.0,90.0,1.0,29,GK,25000000
Wayne Hennessey,2021-2022,Burnley,0.0,0.0,0.0,0.0,1.0,90.0,0.0,34,GK,725000
Andreas Christensen,2021-2022,Chelsea,0.0,0.0,0.0,0.0,114.0,78.73684210526316,2.0,25,DF,28000000
Antonio Rudiger,2021-2022,Chelsea,3.0,0.0,3.0,27.460815047021946,187.0,89.26470588235294,9.0,28,DF,34500000
Ben Chilwell,2021-2022,Chelsea,3.0,1.0,4.0,46.29629629629629,33.0,77.42857142857143,0.0,24,DF,40500000
Callum Hudson-Odoi,2021-2022,Chelsea,0.0,2.0,2.0,38.70967741935484,30.0,64.13333333333334,1.0,20,"MF,FW",23000000
Cesar Azpilicueta,2021-2022,Chelsea,0.0,2.0,2.0,35.41666666666667,171.0,76.66666666666667,3.0,31,DF,25000000
Christian Pulisic,2021-2022,Chelsea,6.0,2.0,8.0,39.49067431850789,37.0,58.63636363636363,2.0,22,"MF,FW",49000000
Edouard Mendy,2021-2022,Chelsea,0.0,0.0,0.0,0.0,14.0,90.0,3.0,29,GK,30000000
Hakim Ziyech,2021-2022,Chelsea,3.0,2.0,5.0,36.62322729014948,50.0,57.34782608695652,3.0,28,"MF,FW",42500000
Jorginho,2021-2022,Chelsea,6.0,2.0,8.0,22.17343578485181,148.0,78.37931034482759,5.0,29,MF,52500000
Kai Havertz,2021-2022,Chelsea,8.0,3.0,11.0,40.85235378031384,81.0,62.37931034482759,3.0,22,"FW,MF",94500000
Kepa Arrizabalaga,2021-2022,Chelsea,0.0,0.0,0.0,0.0,4.0,90.0,0.0,26,GK,19000000
Malang Sarr,2021-2022,Chelsea,0.0,0.0,0.0,0.0,51.0,68.25,2.0,22,DF,5500000
Marcos Alonso,2021-2022,Chelsea,4.0,4.0,8.0,23.45850718590635,166.0,77.39285714285714,8.0,30,DF,15000000
Mason Mount,2021-2022,Chelsea,11.0,9.0,20.0,36.01435788354161,84.0,73.84375,4.0,22,MF,58500000
Mateo Kovacic,2021-2022,Chelsea,2.0,5.0,7.0,27.58306781975421,86.0,62.32,4.0,27,MF,41500000
N'Golo Kante,2021-2022,Chelsea,1.0,3.0,4.0,53.48288075560803,135.0,68.1923076923077,2.0,30,MF,100000000
Reece James,2021-2022,Chelsea,4.0,8.0,12.0,26.828609986504727,92.0,71.6923076923077,7.0,21,DF,37000000
Romelu Lukaku,2021-2022,Chelsea,7.0,0.0,7.0,33.18300498457156,33.0,61.11538461538461,1.0,28,FW,93500000
Ruben Loftus-Cheek,2021-2022,Chelsea,0.0,2.0,2.0,31.67278447823807,72.0,58.083333333333336,1.0,25,"MF,DF",7500000
Saul Niguez,2021-2022,Chelsea,0.0,0.0,0.0,20.141843971631204,72.17,52.38461538461539,1.42,26,"DF,MF",39500000
Thiago Silva,2021-2022,Chelsea,2.0,0.0,2.0,27.88622420524261,230.0,82.8125,2.0,36,DF,9500000
Timo Werner,2021-2022,Chelsea,4.0,1.0,5.0,35.45032086744855,23.0,61.095238095238095,1.0,25,"FW,MF",56500000
Trevoh Chalobah,2021-2022,Chelsea,3.0,0.0,3.0,76.71840354767184,118.0,72.45,2.0,22,DF,5500000
Cheikhou Kouyate,2021-2022,Crystal Palace,0.0,1.0,1.0,0.0,169.0,73.11111111111111,3.0,31,MF,9500000
Christian Benteke,2021-2022,Crystal Palace,3.0,1.0,4.0,33.213644524236976,45.0,45.8,3.0,30,FW,5500000
Conor Gallagher,2021-2022,Crystal Palace,7.0,2.0,9.0,42.68622153608646,182.0,83.67647058823529,10.0,21,MF,9500000
Eberechi Eze,2021-2022,Crystal Palace,1.0,1.0,2.0,10.02004008016032,20.0,46.53846153846154,1.0,23,"MF,FW",16500000
Jack Butland,2021-2022,Crystal Palace,0.0,0.0,0.0,0.0,1.0,85.0,0.0,28,GK,2400000
James McArthur,2021-2022,Crystal Palace,0.0,3.0,3.0,33.92857142857142,113.0,68.52380952380952,4.0,33,MF,3500000
James Tomkins,2021-2022,Crystal Palace,0.0,0.0,0.0,49.8759305210918,38.0,68.375,2.0,32,DF,3600000
Jean-Philippe Mateta,2021-2022,Crystal Palace,4.0,1.0,5.0,48.4577922077922,36.0,52.04545454545455,2.0,24,FW,8500000
Jeffrey Schlupp,2021-2022,Crystal Palace,3.0,1.0,4.0,27.487864077669904,135.0,57.84375,1.0,28,"MF,FW",5500000
Joachim Andersen,2021-2022,Crystal Palace,0.0,2.0,2.0,36.04938271604938,221.0,85.76470588235294,4.0,25,DF,12500000
Joel Ward,2021-2022,Crystal Palace,0.0,0.0,0.0,11.066398390342052,207.0,88.82142857142857,8.0,31,DF,3100000
Jordan Ayew,2021-2022,Crystal Palace,2.0,2.0,4.0,23.068116771608477,110.0,65.12903225806451,2.0,29,FW,5500000
Luka Milivojevic,2021-2022,Crystal Palace,0.0,0.0,0.0,0.0,50.0,51.6,1.0,30,MF,6500000
Marc Guehi,2021-2022,Crystal Palace,2.0,1.0,3.0,26.410121244069583,226.0,89.5,4.0,21,DF,6000000
Michael Olise,2021-2022,Crystal Palace,2.0,4.0,6.0,52.6509186351706,51.0,43.88461538461539,4.0,19,"FW,MF",7000000
Nathaniel Clyne,2021-2022,Crystal Palace,0.0,1.0,1.0,65.0,75.0,84.4375,1.0,30,DF,4800000
Odsonne Edouard,2021-2022,Crystal Palace,6.0,2.0,8.0,43.74037968188815,54.0,55.85714285714285,4.0,23,FW,12500000
Tyrick Mitchell,2021-2022,Crystal Palace,0.0,2.0,2.0,0.0,293.0,86.13888888888889,1.0,21,DF,4000000
Vicente Guaita,2021-2022,Crystal Palace,0.0,0.0,0.0,0.0,10.0,88.5,2.0,34,GK,3600000
Wilfried Zaha,2021-2022,Crystal Palace,14.0,0.0,14.0,42.08998548621191,78.0,83.63636363636364,9.0,28,FW,31000000
Will Hughes,2021-2022,Crystal Palace,0.0,1.0,1.0,0.0,60.0,65.8125,6.0,26,MF,9000000
Abdoulaye Doucoure,2021-2022,Everton,1.0,3.0,4.0,32.23915592028136,168.0,84.56666666666666,6.0,28,MF,17500000
Alex Iwobi,2021-2022,Everton,2.0,2.0,4.0,25.459098497495823,124.0,72.67857142857143,1.0,25,"MF,DF",13000000
Allan,2021-2022,Everton,0.0,1.0,1.0,41.41843971631206,176.0,77.96428571428571,10.0,30,MF,30500000
Andre Gomes,2021-2022,Everton,0.0,1.0,1.0,28.40909090909091,32.0,44.21428571428572,3.0,28,MF,11000000
Andros Townsend,2021-2022,Everton,3.0,1.0,4.0,45.14683922349428,79.0,69.28571428571429,3.0,30,"MF,FW",10500000
Anthony Gordon,2021-2022,Everton,4.0,2.0,6.0,41.03322712790169,142.0,65.28571428571429,4.0,20,"MF,FW",2500000
Asmir Begovic,2021-2022,Everton,0.0,0.0,0.0,0.0,3.0,90.0,0.0,34,GK,1300000
Ben Godfrey,2021-2022,Everton,0.0,0.0,0.0,33.77777777777778,203.0,88.21739130434783,6.0,23,DF,22000000
Demarai Gray,2021-2022,Everton,4.0,3.0,7.0,26.0,96.0,68.76470588235294,3.0,25,"MF,FW",7500000
Dominic Calvert-Lewin,2021-2022,Everton,5.0,2.0,7.0,36.66333666333666,31.0,75.47058823529412,2.0,24,FW,37500000
Donny van de Beek,2021-2022,Everton,1.0,0.0,1.0,20.45060658578856,35.59,37.2,1.15,24,MF,38500000
Fabian Delph,2021-2022,Everton,0.0,0.0,0.0,0.0,54.0,60.18181818181818,2.0,31,MF,3900000
Jarrad Branthwaite,2021-2022,Everton,0.0,0.0,0.0,65.78073089700997,28.0,64.66666666666667,3.0,19,DF,2100000
Jonjoe Kenny,2021-2022,Everton,0.0,1.0,1.0,0.0,76.0,67.86666666666666,6.0,24,DF,4800000
Jordan Pickford,2021-2022,Everton,0.0,0.0,0.0,0.0,17.0,90.0,2.0,27,GK,33000000
Mason Holgate,2021-2022,Everton,1.0,0.0,1.0,26.72292545710267,181.0,85.36,10.0,24,DF,13500000
Michael Keane,2021-2022,Everton,3.0,1.0,4.0,29.6875,269.0,87.25,7.0,28,DF,20000000
Richarlison,2021-2022,Everton,10.0,5.0,15.0,28.86178861788618,128.0,84.1,9.0,24,FW,46500000
Salomon Rondon,2021-2022,Everton,0.0,0.0,0.0,28.43556823585354,21.0,39.5,6.0,31,FW,9000000
Seamus Coleman,2021-2022,Everton,0.0,0.0,0.0,11.041405269761606,203.0,88.53333333333333,4.0,32,DF,9500000
Tom Davies,2021-2022,Everton,0.0,0.0,0.0,33.27787021630616,16.0,39.0,1.0,23,MF,8000000
Vitaliy Mykolenko,2021-2022,Everton,1.0,0.0,1.0,25.0,93.0,81.15384615384616,0.0,22,DF,14500000
Yerry Mina,2021-2022,Everton,0.0,0.0,0.0,32.72425249169436,74.0,65.07692307692308,3.0,26,DF,19000000
Alex Oxlade-Chamberlain,2021-2022,Liverpool,2.0,0.0,2.0,14.115402956604676,38.0,46.1764705882353,0.0,27,"MF,FW",18500000
Alisson,2021-2022,Liverpool,0.0,1.0,1.0,0.0,32.0,90.0,0.0,28,GK,82000000
Andrew Robertson,2021-2022,Liverpool,3.0,9.0,12.0,43.76731301939058,144.0,87.48275862068965,8.0,27,DF,83500000
Caoimhin Kelleher,2021-2022,Liverpool,0.0,0.0,0.0,0.0,2.0,90.0,0.0,22,GK,2200000
Curtis Jones,2021-2022,Liverpool,1.0,1.0,2.0,34.90566037735849,25.0,56.73333333333333,0.0,20,MF,7500000
Diogo Jota,2021-2022,Liverpool,14.0,3.0,17.0,35.57255293204745,70.0,67.54285714285714,3.0,24,FW,46000000
Fabinho,2021-2022,Liverpool,4.0,1.0,5.0,36.48790746582545,143.0,79.79310344827586,7.0,27,MF,73500000
Harvey Elliott,2021-2022,Liverpool,0.0,0.0,0.0,10.020242914979756,17.0,57.66666666666666,0.0,18,MF,7000000
Ibrahima Konate,2021-2022,Liverpool,0.0,0.0,0.0,0.0,82.0,90.0,2.0,22,DF,29500000
James Milner,2021-2022,Liverpool,0.0,1.0,1.0,19.860973187686195,84.0,35.541666666666664,2.0,35,"MF,DF",7000000
Joe Gomez,2021-2022,Liverpool,0.0,1.0,1.0,0.0,25.0,41.375,2.0,24,DF,43500000
Joel Matip,2021-2022,Liverpool,3.0,3.0,6.0,20.353982300884955,210.0,90.0,2.0,29,DF,30500000
Jordan Henderson,2021-2022,Liverpool,2.0,4.0,6.0,19.63130659767141,98.0,74.2,3.0,31,MF,29500000
Mohamed Salah,2021-2022,Liverpool,23.0,12.0,35.0,36.95177913187391,35.0,78.91428571428571,1.0,29,FW,101000000
Naby Keita,2021-2022,Liverpool,2.0,1.0,3.0,27.135678391959797,101.0,51.0,3.0,26,MF,27500000
Roberto Firmino,2021-2022,Liverpool,4.0,3.0,7.0,36.63003663003663,50.0,49.5,3.0,29,FW,54000000
Sadio Mane,2021-2022,Liverpool,15.0,1.0,16.0,37.69521282025109,86.0,82.91176470588235,5.0,29,FW,101000000
Takumi Minamino,2021-2022,Liverpool,3.0,0.0,3.0,57.16292134831461,8.0,16.90909090909091,1.0,26,"FW,MF",6500000
Thiago Alcantara,2021-2022,Liverpool,1.0,3.0,4.0,23.80952380952381,109.0,61.36,2.0,30,MF,65000000
Trent Alexander-Arnold,2021-2022,Liverpool,1.0,12.0,13.0,29.19278996865204,145.0,89.15625,2.0,22,DF,114000000
Virgil van Dijk,2021-2022,Liverpool,3.0,1.0,4.0,39.80582524271844,177.0,90.0,3.0,30,DF,86000000
Aymeric Laporte,2021-2022,Manchester City,4.0,0.0,4.0,19.82783357245337,132.0,85.6969696969697,8.0,27,DF,77000000
Bernardo Silva,2021-2022,Manchester City,7.0,4.0,11.0,40.53708439897698,120.0,81.62857142857143,6.0,26,"MF,FW",80000000
Ederson,2021-2022,Manchester City,0.0,0.0,0.0,0.0,18.81,86.09615384615384,4.03,27,GK,94000000
Fernandinho,2021-2022,Manchester City,2.0,0.0,2.0,16.68520578420467,50.0,50.73684210526316,1.0,36,"MF,DF",7000000
Gabriel Jesus,2021-2022,Manchester City,7.0,7.0,14.0,31.780735107731303,59.0,67.03571428571429,1.0,24,FW,52500000
Ilkay Gundogan,2021-2022,Manchester City,8.0,3.0,11.0,32.581818181818186,59.0,68.77777777777777,1.0,30,MF,51500000
Jack Grealish,2021-2022,Manchester City,2.0,2.0,4.0,35.385296722763506,44.0,73.61538461538461,3.0,25,FW,50500000
Joao Cancelo,2021-2022,Manchester City,1.0,7.0,8.0,28.324910637248863,212.0,89.63888888888889,7.0,27,DF,71500000
John Stones,2021-2022,Manchester City,0.0,0.0,0.0,55.5431131019037,46.0,79.92857142857143,0.0,27,DF,41000000
Kevin De Bruyne,2021-2022,Manchester City,14.0,8.0,22.0,39.815762538382806,86.0,73.36666666666666,2.0,30,MF,125500000
Kyle Walker,2021-2022,Manchester City,0.0,1.0,1.0,24.405506883604502,59.0,87.75,1.0,31,DF,39000000
Nathan Ake,2021-2022,Manchester City,2.0,0.0,2.0,40.79207920792079,54.0,65.92857142857143,0.0,26,DF,16500000
Oleksandr Zinchenko,2021-2022,Manchester City,0.0,3.0,3.0,32.970711297071134,60.0,69.8,0.0,24,DF,29500000
Phil Foden,2021-2022,Manchester City,8.0,4.0,12.0,38.590014064697606,41.0,76.0,1.0,21,FW,94500000
Raheem Sterling,2021-2022,Manchester City,12.0,4.0,16.0,46.49693365545438,50.0,70.93333333333334,1.0,26,FW,107500000
Riyad Mahrez,2021-2022,Manchester City,10.0,4.0,14.0,32.14413768375762,38.0,53.5,0.0,30,FW,65500000
Rodri,2021-2022,Manchester City,9.0,2.0,11.0,31.425153793574843,225.97,69.72222222222223,6.53,25,MF,81000000
Ruben Dias,2021-2022,Manchester City,1.0,4.0,5.0,16.433761878144214,134.0,82.82758620689656,5.0,24,DF,102500000
Aaron Ramsdale,2022-2023,Arsenal,0.0,0.0,0.0,0.0,21.0,90.0,1.0,24,GK,34500000
Ben White,2022-2023,Arsenal,2.0,5.0,7.0,20.65106815869786,208.0,80.39473684210526,5.0,24,DF,32500000
Bukayo Saka,2022-2023,Arsenal,14.0,10.0,24.0,33.749125670319415,134.0,83.71052631578948,6.0,20,FW,60500000
Fabio Vieira,2022-2023,Arsenal,1.0,2.0,3.0,13.342228152101402,17.0,23.363636363636363,0.0,22,"MF,FW",23500000
Gabriel Jesus,2022-2023,Arsenal,10.0,5.0,15.0,40.791556728232194,86.0,79.38461538461539,6.0,25,FW,48500000
Gabriel Magalhaes,2022-2023,Arsenal,3.0,0.0,3.0,28.58040201005025,254.0,89.71052631578948,5.0,24,DF,37000000
Gabriel Martinelli,2022-2023,Arsenal,14.0,4.0,18.0,38.03921568627452,78.0,77.47222222222223,3.0,21,FW,31500000
Granit Xhaka,2022-2023,Arsenal,6.0,6.0,12.0,35.010010010010014,122.0,80.89189189189189,4.0,29,MF,15000000
Kieran Tierney,2022-2023,Arsenal,0.0,0.0,0.0,29.06474820143885,64.0,29.444444444444443,0.0,25,DF,33000000
Martin Ødegaard,2022-2023,Arsenal,14.0,6.0,20.0,33.204301075268816,74.0,84.51351351351352,4.0,23,MF,63500000
Oleksandr Zinchenko,2022-2023,Arsenal,0.0,1.0,1.0,25.21459227467811,120.0,78.44444444444444,3.0,25,DF,21500000
Reiss Nelson,2022-2023,Arsenal,3.0,2.0,5.0,58.3469721767594,11.0,19.272727272727277,0.0,22,FW,6000000
Rob Holding,2022-2023,Arsenal,1.0,0.0,1.0,40.07936507936508,44.0,40.42857142857143,0.0,26,DF,11500000
Takehiro Tomiyasu,2022-2023,Arsenal,0.0,1.0,1.0,0.0,63.0,31.571428571428573,2.0,23,DF,26000000
Thomas Partey,2022-2023,Arsenal,3.0,0.0,3.0,13.845050215208037,165.0,75.24242424242425,5.0,29,MF,36000000
William Saliba,2022-2023,Arsenal,1.0,1.0,2.0,50.0,151.0,89.44444444444444,4.0,21,DF,40000000
Ashley Young,2022-2023,Aston Villa,0.0,0.0,0.0,19.70509383378016,161.0,70.20689655172414,7.0,37,DF,1400000
Boubacar Kamara,2022-2023,Aston Villa,0.0,0.0,0.0,24.873096446700508,139.0,74.04166666666667,4.0,22,MF,31000000
Calum Chambers,2022-2023,Aston Villa,0.0,0.0,0.0,0.0,31.0,25.214285714285715,2.0,27,"DF,MF",5500000
Danny Ings,2022-2023,Aston Villa,11.0,0.0,11.0,47.99341428277423,65.78,45.68571428571428,5.8,30,FW,17500000
Diego Carlos,2022-2023,Aston Villa,0.0,0.0,0.0,0.0,6.0,68.33333333333333,0.0,29,DF,30500000
Douglas Luiz,2022-2023,Aston Villa,5.0,5.0,10.0,35.228604923798365,175.0,79.10810810810811,9.0,24,MF,19500000
Emi Buendia,2022-2023,Aston Villa,5.0,1.0,6.0,22.410277324632958,109.0,63.47368421052632,0.0,25,"MF,FW",26500000
Emiliano Martinez,2022-2023,Aston Villa,0.0,0.0,0.0,0.0,24.0,87.19444444444444,7.0,29,GK,29000000
Ezri Konsa,2022-2023,Aston Villa,0.0,0.0,0.0,0.0,229.0,87.42105263157895,6.0,24,DF,32500000
Jacob Ramsey,2022-2023,Aston Villa,5.0,7.0,12.0,38.930836605255216,174.0,75.31428571428572,5.0,21,"MF,FW",12500000
John McGinn,2022-2023,Aston Villa,0.0,2.0,2.0,26.421404682274247,152.0,79.20588235294117,7.0,27,"MF,FW",20000000
Leander Dendoncker,2022-2023,Aston Villa,0.0,0.0,0.0,0.0,78.7,37.958333333333336,0.0,27,MF,8500000
Leon Bailey,2022-2023,Aston Villa,3.0,3.0,6.0,27.47403488144229,45.0,59.60606060606061,4.0,24,"FW,MF",29000000
